behavior_score,amortization_term,recovery_amount,ead,lgd,recovery_origin_code,collateral_type_code,survival_time_1,survival_time_2
1.0,240,74426.47,62626.81,0.0,5,2,22,15
1.0,198,0.0,56166.61,1.0,5,2,27,4
24.98,120,31492.26,32148.76,0.0204206943,5,2,7,2
26.0,300,95578.59,92156.63,0.0,4,2,16,7
0.0,240,0.0,341330.29,1.0,5,2,26,11
0.0,240,0.0,79382.44,1.0,4,2,39,9
24.98,360,119704.59,128119.23,0.0,5,2,11,22
1.0,180,0.0,19423.98,0.6576637515,5,2,21,1
94.0,360,0.0,93940.61,1.0,5,2,20,4
1.0,180,0.0,96024.13,1.0,5,2,23,13
2.0,240,15171.91,15433.88,0.0,4,2,29,0
24.98,281,0.0,59835.77,1.0,4,2,9,5
1.0,240,49252.4,49129.21,0.0,4,2,11,0
85.0,240,63300.03,64058.63,0.0118422764,4,2,47,1
1.0,240,42258.76,42411.4,0.7357973717,5,2,14,27
5.0,300,0.0,70334.26,1.0,4,2,14,1
77.0,240,42394.08,42720.33,0.0,4,2,27,1
2.0,240,0.0,72578.8,1.0,4,2,50,4
71.0,240,65035.12,77111.94,0.0,1,2,77,11
2.0,240,0.0,73124.57,0.0,5,2,17,19
1.0,240,60812.7,56679.89,0.0,5,2,55,6
2.0,240,46732.92,52446.96,0.7581974291,5,2,15,49
24.98,360,113445.8,110276.49,0.0,5,2,9,3
38.0,360,0.0,212826.66,1.0,5,2,25,0
1.0,360,136415.14,116340.42,0.0,5,2,11,14
1.0,240,0.0,66487.27,1.0,5,2,49,11
1.0,300,0.0,122255.66,1.0,5,2,13,21
3.0,240,0.0,61282.9,1.0,4,2,32,8
96.0,300,0.0,43138.53,1.0,4,2,34,1
1.0,240,88384.75,86635.35,0.0,5,2,20,3
7.0,120,6449.27,13649.19,0.6332901438,4,3,22,62
18.0,360,24671.59,95181.97,0.7407955519,5,2,20,10
1.0,240,10009.05,11859.46,0.9622849607,3,2,24,34
10.0,300,0.0,56920.25,1.0,4,2,22,2
5.0,300,0.0,89474.75,1.0,4,2,21,2
4.0,236,21260.47,10914.99,0.0,3,2,55,13
46.0,240,0.0,69503.96,0.7572166481,5,2,12,30
24.98,240,171246.89,172815.62,0.0090774781,5,2,32,1
16.0,234,21279.26,28363.08,0.8858382094,3,4,24,36
2.0,240,0.0,54670.02,0.0,4,2,25,10
31.0,180,0.0,60866.19,1.0,5,2,37,5
1.0,240,250623.0,228867.11,0.0,5,2,10,14
1.0,240,0.0,35202.69,1.0,4,2,50,4
2.0,240,0.0,108547.04,1.0,5,2,14,6
24.98,240,24064.24,22244.42,0.0,4,2,10,9
24.98,228,13469.95,18417.65,0.9050926693,3,4,38,28
24.98,110,303924.15,285826.87,0.0,5,2,15,4
96.0,240,31215.65,31510.35,0.0,4,2,42,1
0.0,360,130448.52,123315.01,0.0,5,2,15,5
70.0,200,9106.96,10629.46,0.9459219942,3,4,21,58
75.0,230,7421.14,11425.6,0.9020734141,3,4,19,61
8.0,180,0.0,33237.85,1.0,5,2,55,1
94.0,240,11056.49,11451.67,0.9280166124,3,2,25,30
3.0,240,46281.33,60865.77,0.7253650343,5,2,19,40
3.0,360,0.0,126899.39,1.0,5,2,36,2
24.98,218,14774.94,9484.36,0.9345670135,3,4,17,32
93.0,218,28176.64,24594.63,0.0,3,4,39,17
24.98,300,32595.45,32201.74,0.0,4,2,8,2
71.0,300,0.0,66026.59,1.0,4,2,25,1
8.0,300,0.0,56001.88,1.0,4,2,13,1
1.0,360,108416.31,108809.44,0.0036130137,5,2,16,11
4.0,300,47346.98,45361.81,0.0,4,2,21,8
1.0,300,0.0,88886.25,1.0,4,2,12,4
1.0,223,12698.85,7672.62,1.0,3,2,39,30
1.0,220,5686.83,6663.18,0.8854736027,3,2,56,27
49.0,240,174381.05,163877.65,0.6907949542,5,2,23,31
18.0,240,113635.53,96986.07,0.6156881966,5,2,21,25
13.0,218,33155.49,17806.97,0.9079175177,3,4,24,40
24.98,300,0.0,78952.08,1.0,4,2,12,2
87.0,240,109291.36,112158.97,0.0,5,2,21,1
11.0,300,0.0,82375.27,1.0,4,2,14,1
75.0,240,25855.29,26628.83,0.9705540949,3,4,13,46
22.0,300,0.0,34648.29,1.0,4,2,20,17
0.0,240,90438.53,70070.95,1.0,4,2,24,27
0.0,228,20656.76,24128.66,1.0,3,2,28,30
1.0,240,86486.47,69070.88,0.0,4,2,26,22
94.0,224,14956.45,17840.36,0.8907589309,3,2,17,55
1.0,300,0.0,51820.12,1.0,4,2,21,9
1.0,360,344954.36,266904.93,0.0,5,2,7,22
24.98,228,38519.48,39376.43,0.8318144574,4,2,19,27
2.0,240,18211.81,18667.65,0.9375020423,3,2,20,35
24.98,240,78152.51,78790.04,0.0,5,2,18,7
48.0,300,40321.69,41590.52,0.0305076734,4,2,12,6
1.0,240,0.0,72801.4,0.7112853888,1,2,35,3
1.0,120,0.0,47959.03,0.8119795095,5,2,41,2
94.0,240,11054.51,11501.09,0.0,3,2,31,24
0.0,300,97626.9,84673.84,0.0,5,2,24,17
24.98,240,127480.42,115542.91,0.0,5,2,15,9
0.0,360,0.0,184543.7,1.0,5,2,18,1
2.0,240,22008.82,28036.53,0.0,3,4,34,23
5.0,234,19877.05,23084.37,0.9709742999,3,4,26,33
0.0,240,19170.13,21948.29,0.1265775147,4,2,68,2
2.0,239,0.0,75683.52,1.0,5,2,10,8
24.98,240,61874.19,59869.69,0.0,5,2,30,3
5.0,360,0.0,295679.04,1.0,5,2,10,7
2.0,240,21296.85,21604.66,0.0,4,2,17,3
4.0,230,8256.85,9612.49,0.9158032934,3,2,28,52
4.0,240,0.0,56574.7,1.0,5,2,53,1
56.0,240,17535.07,20746.78,0.8807940317,3,2,24,34
0.0,240,0.0,103549.64,0.7046840141,5,2,18,7
1.0,300,0.0,62132.88,0.0,4,2,15,10
96.0,240,0.0,59466.76,0.0,5,2,43,22
76.0,240,32003.25,31519.99,0.0,4,2,38,12
10.0,204,0.0,20885.63,0.7390489514,4,3,40,15
18.0,234,13510.61,14117.12,0.9617089038,3,2,14,60
96.0,240,0.0,44707.21,1.0,5,2,54,3
24.98,236,16103.55,17302.91,0.0693155082,3,2,67,7
24.98,240,61572.51,59354.57,0.0,4,2,37,23
0.0,240,110344.05,77884.48,0.7453460195,5,2,24,39
1.0,144,59157.88,60881.23,0.028306754,5,2,27,5
4.0,240,51530.93,55347.23,0.0,5,2,24,5
44.0,229,15884.08,18004.48,0.9222365767,3,2,23,51
56.0,240,195308.23,191875.85,0.0,1,2,40,5
5.0,132,82134.29,84250.97,0.0,5,2,31,2
90.0,221,26175.89,20060.46,0.9412949653,3,4,31,33
13.0,240,0.0,86124.14,0.7243759247,4,2,24,26
56.0,240,50148.73,49956.42,0.0,4,2,10,9
1.0,240,115172.78,109290.34,0.0,5,2,25,11
15.0,360,0.0,98221.08,1.0,5,2,14,1
8.0,300,0.0,89458.81,1.0,4,2,23,4
77.0,240,50859.19,50331.7,0.0,4,2,50,10
24.98,218,28572.13,16594.12,0.9583280102,3,2,29,46
85.0,240,0.0,60863.28,1.0,4,2,33,1
70.0,236,3620.6,5211.93,0.8949448669,3,4,52,26
17.0,240,0.0,59079.71,1.0,5,2,63,0
1.0,240,0.0,42820.51,1.0,5,2,44,19
56.0,240,33044.57,34467.61,0.0,4,2,27,8
2.0,53,0.0,16679.28,1.0,5,2,51,2
18.0,260,0.0,49685.65,1.0,4,2,17,1
24.98,293,0.0,53979.48,1.0,5,2,7,1
24.98,60,0.0,15931.0,0.344929239,1,2,25,2
14.0,300,0.0,54749.87,1.0,4,2,23,4
17.0,240,0.0,111326.76,0.6662873965,5,2,12,9
1.0,236,21260.47,10919.19,1.0,3,2,43,25
9.0,180,126151.58,144588.37,0.1275122612,5,2,76,1
1.0,240,0.0,35886.9,1.0,5,2,30,2
24.98,240,26316.67,26420.87,1.0,3,4,26,29
24.98,228,57352.63,50382.45,0.0,5,2,38,8
1.0,240,20753.82,18094.17,0.9871759799,3,4,23,39
2.0,237,277933.19,275945.65,0.0,5,2,39,1
1.0,240,0.0,96039.95,1.0,5,2,21,9
24.98,236,16120.98,19306.52,0.9126958147,3,2,16,63
1.0,310,0.0,484579.95,1.0,5,2,7,6
1.0,240,17378.52,19302.79,0.9949359652,3,2,41,26
1.0,240,25370.69,26624.64,1.0,3,4,15,44
18.0,240,133958.95,131373.15,0.0,5,2,13,4
4.0,240,10513.0,9011.47,0.0,3,4,35,18
0.0,240,0.0,97797.32,1.0,5,2,16,8
0.0,240,0.0,188524.55,0.8346096706,5,2,8,3
24.98,240,47505.75,85942.98,0.6843023167,5,2,13,39
5.0,240,0.0,17962.18,0.0,4,2,21,24
5.0,300,38654.86,38362.55,0.0,4,2,13,5
15.0,240,0.0,69601.82,1.0,5,2,37,2
1.0,236,8781.31,12046.3,0.9956932834,3,4,24,40
24.98,240,178219.36,161406.61,0.0,5,2,11,8
1.0,300,101542.59,98118.93,0.0,4,2,7,6
94.0,240,18738.77,18760.77,0.0011726598,4,2,42,4
1.0,228,24895.45,14104.0,0.8894030062,3,4,14,60
56.0,240,0.0,66586.31,0.6968454222,5,2,19,14
39.0,300,0.0,74750.38,1.0,4,2,16,1
2.0,204,28416.63,32815.96,0.1340606827,4,3,45,9
24.98,228,13946.27,16506.96,0.1551278976,3,4,70,1
0.0,240,0.0,168130.26,1.0,5,2,37,18
24.98,240,81785.05,89450.99,0.08569989,5,2,35,1
18.0,300,0.0,31080.98,1.0,4,2,27,4
24.98,221,33287.43,26590.03,0.0,3,4,36,22
82.0,240,91231.99,89964.99,0.0,5,2,32,2
0.0,234,21345.37,15221.36,0.9786779894,3,2,18,40
24.98,222,11945.14,5529.58,0.9374636048,3,2,20,50
30.0,229,15067.11,17982.23,0.9672443295,3,2,23,60
17.0,180,105830.16,165927.28,0.3621895086,5,2,29,19
22.0,120,33416.84,42383.84,0.2115664838,1,2,13,7
24.98,60,23193.67,22518.43,0.0,5,2,33,2
1.0,236,14260.36,14411.64,0.9840365149,3,2,26,57
1.0,231,7856.23,9554.09,0.818812676,3,2,49,29
1.0,204,0.0,40170.26,1.0,4,3,72,9
1.0,240,0.0,59669.78,1.0,4,2,20,6
1.0,216,6427.31,7181.63,0.1050346509,3,4,40,13
41.0,230,8256.88,9742.54,0.9118843751,3,2,28,52
1.0,360,0.0,210003.84,1.0,5,2,15,13
24.98,236,19917.92,19282.07,0.9316971674,3,2,16,57
24.98,240,34835.38,38675.33,0.0,1,2,26,16
94.0,240,10160.54,10616.97,0.0429906084,3,2,51,3
1.0,220,13170.43,11382.38,0.9463486547,3,4,18,61
2.0,144,94522.74,121215.21,0.6582819631,5,2,18,34
24.98,300,36413.19,37005.22,0.0,4,2,9,13
1.0,300,0.0,41881.21,1.0,5,2,15,1
8.0,225,11347.66,11558.09,0.0,3,2,46,22
56.0,230,13655.11,15975.48,0.9054807743,3,2,23,53
1.0,360,76910.9,72423.65,0.0,5,2,34,5
0.0,240,80485.35,62904.11,0.0,4,2,58,20
94.0,232,15236.44,18143.08,0.9082063244,3,2,24,59
24.98,230,24270.62,4740.99,0.832887224,3,4,7,64
1.0,240,10726.24,11392.94,1.0,3,4,25,30
18.0,360,0.0,105543.62,1.0,5,2,23,1
9.0,100,0.0,48643.59,1.0,5,2,35,1
1.0,360,0.0,167683.31,1.0,5,2,11,2
8.0,360,0.0,277451.49,1.0,5,2,9,11
56.0,240,11428.52,65030.35,0.7274748623,5,2,15,55
11.0,263,0.0,49977.5,1.0,4,2,23,3
9.0,218,32687.66,15675.62,0.9217109116,3,4,22,43
0.0,350,0.0,82718.2,1.0,5,2,24,2
14.0,300,0.0,55095.94,1.0,4,2,24,1
0.0,240,10161.07,11403.55,0.1089555445,3,2,35,19
24.98,326,51154.76,50348.66,0.0,5,2,22,1
26.0,360,0.0,160544.13,1.0,5,2,15,18
24.98,240,10287.16,10602.57,0.0,4,2,34,5
24.98,240,74135.1,79652.95,0.0590499242,4,2,25,2
1.0,340,0.0,73837.51,1.0,5,2,15,13
2.0,240,0.0,29468.04,1.0,5,2,39,8
24.98,300,95208.45,93425.95,0.0,4,2,10,4
24.98,300,0.0,52451.55,1.0,4,2,13,1
4.0,300,0.0,80481.06,1.0,4,2,14,3
24.98,240,19368.48,20982.78,0.0,3,2,28,19
56.0,240,83459.3,91893.75,0.7755430005,4,2,24,29
1.0,240,10220.42,11357.72,0.100134534,3,2,36,18
95.0,240,43275.03,46874.07,0.0,5,2,33,24
1.0,240,16278.97,18987.22,0.9441355817,3,2,31,54
4.0,234,15900.12,19938.17,0.8864113407,3,2,29,45
1.0,240,35528.98,35514.24,0.0,3,4,41,14
56.0,240,0.0,39372.65,0.0,4,2,7,19
1.0,300,65130.01,65128.23,0.0,4,2,8,2
1.0,234,14892.43,16011.93,0.9859916949,3,2,21,59
45.0,240,40323.42,74120.96,0.7624923533,4,2,19,30
94.0,240,11055.52,11493.66,0.0,3,2,31,24
1.0,300,0.0,25524.14,1.0,4,2,22,9
38.0,240,145206.24,149048.95,0.0,5,2,10,1
5.0,120,36689.99,34705.4,0.0,5,2,47,3
96.0,236,8280.93,11694.09,0.86362342,3,4,27,35
5.0,235,0.0,81666.1,0.7758626034,5,2,29,6
1.0,223,0.0,40036.25,1.0,5,2,39,14
49.0,300,44395.86,40981.74,0.0,4,2,21,14
93.0,240,29841.76,29733.39,0.0,5,2,26,1
61.0,300,0.0,32734.84,1.0,4,2,25,3
18.0,300,0.0,40099.4,1.0,4,2,19,0
1.0,300,0.0,84164.91,1.0,4,2,10,9
2.0,360,192232.03,181489.64,0.0,5,2,31,7
24.98,240,41587.84,29723.48,0.7469585017,4,2,11,43
1.0,300,0.0,48822.65,1.0,4,2,15,7
24.98,300,0.0,105542.2,1.0,5,2,7,2
2.0,240,72655.59,79335.43,0.0841974386,4,2,51,3
94.0,300,0.0,54094.19,1.0,4,2,31,1
1.0,222,13455.71,4880.57,0.9717614951,3,2,27,40
1.0,236,21249.81,10598.72,1.0,3,2,43,25
2.0,180,47424.89,53942.76,0.0,5,2,11,15
24.98,225,16828.9,19448.4,0.9619845334,3,2,45,35
24.98,300,0.0,36195.92,1.0,4,2,10,1
0.0,360,0.0,121315.52,1.0,5,2,13,2
1.0,240,26238.24,26534.59,0.973155794,3,4,20,38
24.98,300,61731.17,59807.26,0.0,5,2,17,4
94.0,360,0.0,89615.77,1.0,5,2,35,1
24.98,240,197768.35,196290.6,0.0,5,2,21,0
19.0,240,225802.32,229662.55,0.0,5,2,15,1
24.98,360,201685.32,222576.5,0.0938606726,5,2,12,6
90.0,240,43544.06,40532.55,0.0,4,2,26,14
1.0,230,10496.9,11646.56,0.9413097086,3,4,38,46
26.0,240,0.0,48376.5,1.0,5,2,61,1
77.0,240,34344.37,37011.15,0.0720534217,4,2,27,1
26.0,240,104479.0,106144.82,0.0,5,2,24,1
93.0,240,24442.97,25188.82,0.0,5,2,37,18
22.0,234,13510.56,14117.12,0.9617089038,3,2,14,60
0.0,167,172172.2,151944.77,0.0,5,2,20,9
40.0,240,15214.32,18002.56,0.7926868718,4,2,17,37
24.98,360,0.0,111050.47,1.0,5,2,15,0
94.0,235,8552.62,11267.84,0.9059961803,3,2,35,51
24.98,180,56273.0,55935.27,0.0,5,2,39,6
1.0,239,0.0,72633.27,0.7767446054,4,2,36,10
1.0,240,9986.99,11522.64,0.1332724098,3,2,34,23
0.0,240,237674.41,198564.44,0.0,5,2,13,16
10.0,300,0.0,72210.35,1.0,4,2,20,1
1.0,234,21348.08,15211.13,0.9803249331,3,2,18,40
0.0,360,0.0,103769.59,1.0,5,2,15,9
24.98,240,39311.06,45152.0,0.0,4,2,22,14
1.0,240,6198.85,8376.23,0.8709562655,3,4,32,28
0.0,240,76567.45,67607.9,0.0,5,2,29,11
4.0,240,0.0,58438.1,1.0,4,2,33,5
94.0,240,55800.15,55086.12,0.0,5,2,16,7
0.0,240,56143.55,39598.45,0.978826422,5,2,19,30
5.0,240,0.0,95160.54,1.0,4,2,8,2
24.98,180,51512.32,51398.75,0.0,5,2,19,0
24.98,180,28831.01,41921.85,0.0,5,2,17,13
24.98,204,132575.56,87361.0,1.0,4,3,19,31
45.0,240,60012.81,62376.7,0.0378970032,5,2,58,8
1.0,240,10220.42,11848.53,0.9305989857,3,2,23,31
0.0,360,265909.81,226098.54,0.0,5,2,7,14
71.0,300,0.0,64236.17,1.0,4,2,21,1
24.98,240,66412.82,63919.49,0.0,5,2,13,4
94.0,230,20377.71,22011.42,0.9156751359,3,2,28,31
96.0,360,0.0,150426.93,1.0,5,2,18,2
4.0,300,0.0,59526.01,1.0,4,2,17,3
2.0,240,164190.38,159022.42,0.0,5,2,38,2
60.0,240,0.0,38804.71,1.0,4,2,18,8
0.0,360,275753.13,269000.24,0.0,5,2,17,3
70.0,300,0.0,55791.47,1.0,4,2,21,2
1.0,60,0.0,154646.06,1.0,5,2,19,19
29.0,240,0.0,149745.09,0.7313619213,5,2,12,25
1.0,240,0.0,103255.86,1.0,4,2,19,23
0.0,337,350754.65,288863.6,0.0,5,2,8,16
1.0,300,58696.6,56048.26,0.0,4,2,21,7
90.0,221,26175.06,20042.98,0.9451793097,3,4,31,33
24.98,240,118670.06,117354.57,0.0,5,2,24,6
96.0,240,36113.87,38033.03,0.0,5,2,28,2
1.0,257,0.0,49467.32,0.8396775651,4,2,9,15
18.0,260,0.0,57915.57,1.0,4,2,22,1
24.98,300,144706.84,142263.79,0.0,5,2,13,0
49.0,300,0.0,50295.23,1.0,4,2,16,1
24.98,222,13455.71,4880.64,0.9717619001,3,2,27,40
90.0,240,10009.06,11378.27,0.0,3,2,35,23
96.0,300,0.0,28532.23,1.0,4,2,16,5
21.0,240,76118.11,77280.62,0.0,5,2,15,1
2.0,300,88662.74,84386.07,0.0,4,2,23,8
1.0,240,0.0,24448.43,1.0,4,2,46,17
0.0,360,166990.47,135899.88,0.0,5,2,8,21
1.0,222,11450.79,4283.61,0.9247177031,3,2,14,51
0.0,240,78473.64,67197.99,0.0,5,2,24,15
8.0,240,68700.23,69766.55,0.0,5,2,38,2
1.0,228,24408.02,14104.0,0.8959422859,3,4,14,60
1.0,220,12908.18,11390.42,0.9314827724,3,4,18,61
24.98,205,69130.07,61337.43,0.0,5,2,28,9
24.98,204,45544.9,50864.3,0.0,4,3,37,18
3.0,180,49159.04,52429.88,0.0623850369,5,2,12,12
1.0,240,58888.02,75451.98,0.6813851043,5,2,16,41
79.0,360,0.0,119289.1,0.707400485,5,2,25,8
1.0,300,39467.3,38675.05,0.0,4,2,10,2
96.0,233,18059.65,21378.21,0.1552309571,3,4,55,5
0.0,240,0.0,76380.32,1.0,5,2,26,24
0.0,240,0.0,87527.94,1.0,5,2,23,4
0.0,240,141448.15,133682.64,0.0,5,2,8,6
24.98,300,0.0,54045.81,1.0,4,2,12,3
4.0,240,0.0,22751.34,0.7546522894,4,2,17,5
24.98,153,23806.84,14890.0,0.6175977166,3,4,14,60
14.0,240,0.0,47037.76,1.0,4,2,30,4
24.98,60,2559.53,8901.21,0.0,1,2,35,21
18.0,348,52767.45,57440.55,0.0,5,2,21,18
24.98,236,10027.14,7460.58,0.9677102853,3,2,15,29
1.0,180,0.0,100049.13,1.0,4,2,27,4
96.0,360,0.0,85449.6,1.0,5,2,17,1
12.0,240,0.0,146468.56,0.7472902372,5,2,15,32
1.0,240,10578.62,11864.45,0.1083767052,3,2,34,21
1.0,120,265692.36,272812.71,0.0,1,2,10,20
24.98,240,36568.92,39783.51,0.0,5,2,35,14
24.98,240,119752.96,117366.93,0.0,5,2,49,1
1.0,240,0.0,105723.38,1.0,5,2,43,1
24.98,240,106746.62,94022.0,0.0,5,2,22,17
24.0,300,55445.5,55962.35,0.0092356736,4,2,13,1
1.0,240,101836.78,81855.55,0.9821584669,4,2,17,34
1.0,240,0.0,54271.79,0.8029819092,5,2,30,4
24.98,300,0.0,41488.39,1.0,4,2,8,10
94.0,236,7337.48,11471.68,0.8892115191,3,4,30,47
24.98,360,0.0,94022.07,1.0,5,2,13,3
24.98,180,347070.37,295068.82,0.0,5,2,24,12
64.0,240,60350.29,60916.78,0.0,4,2,14,0
24.98,180,15369.42,15097.72,0.0,5,2,26,1
5.0,240,159274.85,153694.83,0.0,5,2,12,3
1.0,180,0.0,47038.27,1.0,5,2,35,5
1.0,300,0.0,69768.96,1.0,5,2,16,4
87.0,360,116376.0,117979.46,0.0,5,2,18,1
94.0,216,8326.88,10586.27,0.8884167889,3,4,15,49
2.0,240,123282.5,132907.03,0.0,5,2,23,24
24.98,229,18450.0,18016.95,0.0,3,2,25,10
24.98,240,33032.7,27937.23,0.0,5,2,29,14
94.0,236,9347.59,10958.25,0.9148723564,3,4,7,64
3.0,180,0.0,57598.49,0.7101186392,5,2,14,28
1.0,348,227447.64,243637.69,0.066451336,5,2,17,5
1.0,240,0.0,29656.58,1.0,4,2,57,14
1.0,240,0.0,72434.45,1.0,4,2,26,34
1.0,116,17221.12,10955.59,0.8861056319,3,4,15,49
4.0,240,36558.41,35717.69,0.0,4,2,42,16
8.0,240,0.0,97430.83,1.0,5,2,47,3
4.0,240,0.0,39461.19,0.7788761628,4,2,30,15
24.98,240,80927.75,79189.48,0.0,5,2,14,1
64.0,240,88864.05,92590.33,0.0,5,2,25,8
0.0,240,126116.42,122090.83,0.0,5,2,38,3
2.0,300,0.0,82576.37,1.0,4,2,15,2
4.0,240,0.0,56575.93,0.7395604778,5,2,32,2
94.0,240,22932.78,23212.97,0.0120704072,4,2,46,2
0.0,240,89274.25,71880.66,0.0,5,2,27,19
1.0,240,146964.86,81929.95,1.0,4,2,23,52
3.0,360,0.0,94825.62,0.7546087017,5,2,11,4
13.0,240,19124.35,19764.23,0.962235311,3,2,23,38
0.0,360,73602.77,73516.15,0.0,5,2,20,1
5.0,360,0.0,86380.16,1.0,5,2,16,1
0.0,240,91324.35,67644.28,1.0,5,2,13,26
94.0,240,32017.25,31785.47,0.0,4,2,39,5
23.0,180,83516.7,86923.59,0.0391940784,4,2,29,1
56.0,230,11483.45,13838.6,0.9192902461,3,4,33,29
2.0,225,11346.01,11568.37,0.0192213769,3,2,46,22
15.0,218,32664.82,15792.89,0.891283356,3,4,22,43
14.0,240,0.0,28380.0,0.7768005183,4,2,16,14
1.0,222,11449.99,4293.09,0.9116906471,3,2,13,52
55.0,228,13471.64,17541.88,0.1342860628,3,4,42,24
0.0,360,0.0,78393.36,1.0,5,2,23,7
24.98,240,81582.11,80200.99,0.0,5,2,26,2
88.0,240,0.0,68764.09,1.0,4,2,27,1
24.98,240,79337.65,64088.64,0.0,4,2,30,21
1.0,222,8033.53,7680.88,1.0,3,2,39,30
1.0,240,0.0,186805.03,1.0,5,2,10,1
5.0,360,173406.22,189706.01,0.0,5,2,12,15
24.98,250,58393.92,55256.36,0.0,4,2,21,8
38.0,360,0.0,104771.7,1.0,5,2,16,7
24.98,300,0.0,69425.48,1.0,4,2,10,1
45.0,240,0.0,66537.15,1.0,4,2,31,1
29.0,300,0.0,60104.9,1.0,4,2,34,2
75.0,146,63884.36,63851.63,0.0,5,2,31,3
2.0,240,0.0,18626.07,0.7376998048,5,2,20,1
0.0,300,0.0,25894.25,1.0,4,2,16,3
20.0,234,9861.54,12808.94,0.9080649921,3,2,22,59
3.0,240,0.0,28452.55,1.0,4,2,28,7
24.98,360,125024.93,122132.86,0.0,5,2,25,5
24.98,300,0.0,72944.13,1.0,4,2,7,2
2.0,229,15146.53,18849.75,0.9045913076,3,2,40,43
5.0,180,0.0,50507.85,1.0,5,2,34,9
1.0,360,117986.77,104004.38,0.0,5,2,16,9
2.0,360,0.0,201157.58,1.0,5,2,15,3
24.98,240,44586.32,49477.36,0.0,4,2,49,8
73.0,240,74828.84,77863.21,0.0,5,2,27,2
24.98,240,33035.26,33327.41,0.0,4,2,32,19
24.98,201,101917.01,84166.62,0.0,1,2,37,11
24.98,240,55726.62,52651.13,0.0,5,2,42,6
1.0,300,51210.71,51999.39,0.015167101,4,2,12,1
0.0,120,0.0,54858.35,0.5993770201,5,2,17,3
24.98,300,66882.23,65172.69,0.0,4,2,11,5
1.0,300,0.0,53219.93,1.0,4,2,23,20
1.0,300,62520.25,62771.25,0.0039986459,5,2,28,16
24.98,240,5326.55,41824.47,0.5914156799,1,2,29,22
1.0,176,0.0,67165.85,1.0,4,2,9,22
24.98,360,89045.29,99046.3,0.0,4,2,26,16
9.0,240,0.0,100998.5,0.7116896875,5,2,32,17
1.0,360,0.0,139450.85,1.0,5,2,18,3
1.0,240,0.0,114506.33,1.0,5,2,41,3
1.0,240,7633.64,5602.95,0.8961118696,3,2,17,55
44.0,240,68061.58,67936.69,0.0,1,2,26,1
24.98,240,99212.02,97938.09,0.0,5,2,49,1
24.98,234,34770.73,22122.28,0.9921730095,4,2,24,47
94.0,240,22663.29,22902.51,0.0,4,2,27,1
0.0,300,112379.49,95311.36,0.0,5,2,9,17
5.0,240,0.0,27629.05,1.0,5,2,55,3
24.98,222,13116.06,7128.69,0.9429740948,3,2,41,30
3.0,300,59377.1,64329.23,0.076981024,4,2,18,8
8.0,240,96830.73,98466.91,0.0,4,2,13,3
2.0,360,119292.29,110581.64,0.0,5,2,19,7
94.0,221,33294.41,26485.18,0.0,3,4,37,21
1.0,240,198709.97,190040.21,0.0,5,2,35,3
70.0,232,15189.3,18051.06,0.916583846,3,2,24,59
4.0,300,64173.69,60836.85,0.0,4,2,7,9
2.0,120,45900.8,45575.65,0.0,1,2,31,2
2.0,240,0.0,69021.45,1.0,5,2,45,7
96.0,240,60398.78,56853.87,0.0,5,2,10,3
0.0,175,0.0,33689.61,0.3265913448,1,2,112,20
1.0,228,24879.11,14117.0,0.8835276617,3,4,14,60
5.0,240,10161.44,11929.37,0.8879915704,3,2,23,31
24.0,240,0.0,291140.62,1.0,5,2,10,20
2.0,84,37615.31,40194.22,0.0,1,2,32,4
1.0,236,21260.47,9860.0,0.9744401623,3,2,28,40
24.98,240,16440.3,15101.88,0.0,4,2,46,10
0.0,240,0.0,48205.78,1.0,4,2,23,3
25.0,240,0.0,145069.14,1.0,5,2,31,2
1.0,218,28572.16,16566.31,0.9505001416,3,2,29,46
94.0,234,11789.63,14864.92,0.8593863943,3,2,31,43
24.98,360,0.0,120266.03,1.0,5,2,12,3
1.0,240,0.0,43997.99,0.7387080226,1,2,81,63
93.0,234,9792.86,12331.52,0.8799555935,3,2,40,41
15.0,207,0.0,99708.81,0.6774781058,5,2,16,5
1.0,240,0.0,74383.14,1.0,4,2,36,3
94.0,225,19560.93,14801.78,0.9217918385,3,4,22,26
0.0,300,0.0,52922.89,1.0,4,2,28,6
9.0,180,0.0,96557.72,0.4981771784,1,2,92,6
1.0,240,0.0,14231.37,0.8322951304,4,2,18,13
1.0,240,38928.34,23727.0,1.0,1,2,59,27
29.0,300,0.0,62317.01,1.0,4,2,12,5
2.0,218,32616.82,15691.5,0.9175419813,3,4,22,43
1.0,300,0.0,57680.63,1.0,4,2,16,5
1.0,236,7026.61,6224.99,1.0,3,4,25,57
8.0,240,77255.66,76346.4,0.0,4,2,29,2
24.98,300,69389.3,71453.31,0.0288861356,4,2,10,3
1.0,230,20374.99,22011.42,0.9270097068,3,2,28,31
24.98,290,39771.82,39171.87,0.0,5,2,16,1
2.0,240,19221.72,19904.65,0.9705812461,3,2,19,42
4.0,240,0.0,93018.52,1.0,5,2,41,0
85.0,240,45119.06,44256.75,0.0,4,2,30,4
1.0,240,9124.88,8019.4,1.0,3,4,19,34
38.0,300,138088.1,129778.82,0.0,5,2,20,5
2.0,240,0.0,167734.59,1.0,5,2,33,1
85.0,240,0.0,47301.39,1.0,4,2,18,3
1.0,204,0.0,15774.51,0.7312833521,4,3,42,11
1.0,300,0.0,119521.74,1.0,5,2,18,8
