y1,y2,y3,location_1,location_2,location_3,scale_1,rho_12,scale_2,rho_13,rho_23,scale_3,df,x,x2
0.8524696,0.5133671,0.46480137,0.6300758,0.5896849,1.0,1.2744757,0.69436175,0.6877269,0.41446513,0.20614523,2.0074174,9.130387,0.0849041631918176,-2.4759619609727137
0.35893667,0.4048683,-0.5812628,0.63961935,0.58417016,1.0,1.2765253,0.694613,0.6877815,0.4145242,0.2075624,2.0042882,9.129007,0.08552346654731158,-2.4756831829723214
2.0228636,0.35199142,1.1223563,0.6406128,0.5835959,1.0,1.2767427,0.6946389,0.68778944,0.41453907,0.20770948,2.0039668,9.128661,0.08558778660221766,-2.475613208307648
0.52690774,-0.5518439,-0.34147644,0.6436693,0.58182883,1.0,1.2774748,0.6947183,0.6878472,0.414721,0.2081615,2.003074,9.124417,0.08578550438757493,-2.4747559596289173
1.0907123,0.3177724,1.6471701,0.65057623,0.5778345,1.0,1.2789748,0.69489604,0.68789417,0.41479144,0.20918012,2.0007987,9.122777,0.08623135325266862,-2.4744245325670637
-0.404536,-0.12944055,0.30070657,0.6520393,0.5769881,1.0,1.2793188,0.69493335,0.6879182,0.41486344,0.20939536,2.0003555,9.1211,0.08632563251691405,-2.474085708283764
0.09490514,0.74860436,0.72775483,0.65264696,0.57663655,1.0,1.2795151,0.6949489,0.68795687,0.4150097,0.20948473,2.0002544,9.117699,0.08636477224719574,-2.473398135318874
-1.4263601,-0.54774797,-0.5927106,0.65512437,0.5752032,1.0,1.2801138,0.69501185,0.68800604,0.4151659,0.20984875,1.9995261,9.114071,0.08652424486399024,-2.4726647093558385
1.305834,0.018940032,2.466019,0.656952,0.5741455,1.0,1.2805337,0.69505817,0.6880305,0.4152328,0.210117,1.9989529,9.112518,0.08664179052104937,-2.4723507108446623
1.3205776,-0.25233215,1.6996957,0.65779525,0.5736575,1.0,1.2807549,0.69507945,0.6880565,0.4153236,0.21024065,1.9987308,9.110414,0.08669599065080846,-2.4719251124761614
-1.1714972,0.087879986,-1.446835,0.6586691,0.57315177,1.0,1.281039,0.6951015,0.6881129,0.41553736,0.21036875,1.9985858,9.105465,0.08675214284293509,-2.47092389271928
-0.43887836,0.3801304,-2.1505399,0.6590063,0.5729566,1.0,1.2811124,0.69510996,0.6881153,0.4155409,0.21041815,1.9984735,9.105382,0.08677380343336005,-2.4709072090150555
1.5787926,0.6800009,3.9891047,0.6594425,0.5727041,1.0,1.2812245,0.69512093,0.68812746,0.4155827,0.21048208,1.9983546,9.104416,0.08680182225227817,-2.470711614435282
0.47857592,0.97680646,2.1798992,0.6597675,0.572516,1.0,1.2813711,0.6951291,0.68817043,0.41575164,0.21052967,1.9983643,9.100513,0.08682269280224719,-2.4699218010494732
0.32756966,0.7229536,4.019333,0.66014564,0.5722971,1.0,1.2814686,0.69513863,0.68818116,0.41578856,0.21058506,1.9982617,9.099661,0.08684697655733775,-2.469749224708848
1.8826153,1.4239451,2.1923802,0.66159123,0.57146025,1.0,1.2817798,0.69517493,0.6881891,0.41579503,0.21079668,1.9977726,9.099512,0.0869397679533791,-2.469719089367459
1.4313251,0.4674732,2.8988743,0.66312927,0.5705698,1.0,1.2821352,0.6952134,0.6882106,0.415855,0.21102165,1.997289,9.098128,0.0870384347221137,-2.4694389620297885
0.6679638,0.74846035,-0.19366264,0.6640086,0.5700606,1.0,1.282522,0.6952354,0.68832135,0.41629016,0.21115018,1.9972979,9.088113,0.0870948188143702,-2.4674101315521666
0.72317654,-0.099901795,-0.8646803,0.66716474,0.5682329,1.0,1.2832432,0.6953139,0.68836087,0.41639438,0.21161103,1.9962883,9.08572,0.08729703102273279,-2.4669252572903826
1.2178507,1.4868138,0.842492,0.6688944,0.56723106,1.0,1.2837012,0.6953567,0.688416,0.4165878,0.21186326,1.9958307,9.081285,0.0874077426528228,-2.466026321431472
0.92813414,1.1288869,0.85252327,0.66917056,0.56707114,1.0,1.2837828,0.6953635,0.68842936,0.41663715,0.21190353,1.9957706,9.080154,0.08742541250133351,-2.4657969704889835
2.0360503,1.1425678,1.9574549,0.67059594,0.5662454,1.0,1.2841072,0.69539875,0.68844634,0.41668066,0.21211118,1.9953098,9.07916,0.08751658331191559,-2.465595191660986
2.3141377,1.3539298,1.7414132,0.67067784,0.56619793,1.0,1.2841882,0.6954007,0.6884808,0.4168197,0.21212313,1.9953804,9.075979,0.08752182098161998,-2.464950121941973
2.7908123,2.9139628,4.0264826,0.6731124,0.5647873,1.0,1.2847375,0.6954606,0.6885071,0.41688266,0.21247745,1.9945837,9.07454,0.08767742255318334,-2.464658235621163
0.49664247,0.44722039,2.872952,0.6761863,0.5630059,1.0,1.2854532,0.69553584,0.6885522,0.41701028,0.21292421,1.993609,9.071626,0.08787367899075349,-2.464066970210035
2.846104,0.8895812,2.3741837,0.6782406,0.5618152,1.0,1.2859068,0.69558585,0.68856883,0.41704038,0.21322235,1.9929167,9.070939,0.08800471078081462,-2.463927620510159
1.3208289,0.77177304,-0.2544526,0.68049103,0.56051046,1.0,1.2863957,0.6956405,0.6885827,0.41705552,0.21354866,1.9921439,9.070594,0.08814814029123175,-2.4638575474449325
0.84492344,1.6968962,0.70523757,0.68202686,0.5596199,1.0,1.2867724,0.69567764,0.68861526,0.4171599,0.21377115,1.991682,9.068214,0.08824595628914633,-2.463374671261895
-0.28695905,-0.50322276,1.3824859,0.68586075,0.55739623,1.0,1.2877854,0.6957699,0.6887349,0.41757742,0.21432574,1.9906363,9.058717,0.08848989438883859,-2.4614460069921282
-0.43563813,-0.56017977,-2.070857,0.6867046,0.55690676,1.0,1.2880012,0.69579005,0.6887573,0.41765335,0.21444766,1.9903941,9.056993,0.08854353855667108,-2.461095856266565
1.5687389,0.85388446,-0.30567265,0.6868216,0.55683887,1.0,1.2881596,0.6957929,0.6888291,0.41794497,0.21446456,1.9905592,9.0503845,0.08855097432789794,-2.459753003425731
-0.12342763,0.5930728,0.39972192,0.6875537,0.5564141,1.0,1.2883246,0.6958104,0.6888367,0.41796225,0.21457028,1.9903142,9.0499935,0.08859750015602663,-2.4596734407888046
1.1184945,0.45395583,2.141988,0.6880041,0.5561528,1.0,1.2884225,0.69582117,0.6888395,0.41796497,0.21463531,1.9901581,9.0499325,0.08862611831437239,-2.45966108892523
0.27611604,-0.3590395,-0.9055164,0.68876487,0.5557114,1.0,1.2886283,0.6958393,0.6888657,0.4180582,0.21474513,1.9899566,9.047824,0.08867444470536123,-2.459232469223249
0.7322687,0.42791027,3.269338,0.69021153,0.5548719,1.0,1.2889398,0.6958738,0.6888729,0.41806003,0.21495382,1.9894491,9.047783,0.08876630754803339,-2.459223953494271
-0.02132231,0.99939215,0.14016998,0.69170797,0.5540034,1.0,1.2892668,0.6959093,0.68888265,0.4180719,0.21516955,1.9889303,9.047514,0.08886128143434624,-2.4591694095327377
0.107447505,1.7603166,-1.2710392,0.6922355,0.5536972,1.0,1.2894478,0.6959219,0.6889212,0.41822004,0.21524556,1.9888487,9.0441675,0.08889475029687577,-2.458488777153976
1.4779911,0.907782,0.3820871,0.69401896,0.552662,1.0,1.2898334,0.6959641,0.68893087,0.41822553,0.2155024,1.988223,9.0440445,0.08900784847441323,-2.4584637636670315
0.9060242,-0.21120721,1.8016623,0.6952267,0.5519608,1.0,1.2901456,0.6959926,0.6889644,0.41834,0.21567619,1.9878765,9.041461,0.08908440456302535,-2.4579383791576115
2.824437,1.0938723,3.5837502,0.69540924,0.55185485,1.0,1.2902079,0.6959969,0.6889776,0.41839042,0.21570244,1.9878474,9.040324,0.08909596791341601,-2.4577070360411923
0.43506733,-0.2796998,-0.35262418,0.69855565,0.5500278,1.0,1.2908987,0.6960708,0.6889997,0.41842097,0.2161547,1.986754,9.039636,0.08929523471394496,-2.45756694536486
1.0533497,0.44613725,3.7381103,0.6993301,0.549578,1.0,1.2911918,0.696089,0.6890708,0.41869769,0.2162659,1.9866736,9.033409,0.0893442487560625,-2.4562997939832627
0.2732344,0.4039795,-1.5035682,0.7002579,0.5490391,1.0,1.2913985,0.69611067,0.6890788,0.4187127,0.21639909,1.9863546,9.033071,0.08940294989100761,-2.4562309735400074
1.2830269,1.228394,2.155732,0.70027745,0.54902774,1.0,1.2914373,0.69611114,0.6890974,0.4187883,0.21640189,1.9864007,9.031372,0.08940418994525545,-2.455885199798768
-1.1499444,0.9053886,-6.0340424,0.70646346,0.5454334,1.0,1.2928135,0.69625485,0.6891497,0.4188832,0.21728836,1.9842615,9.029242,0.08979510369033938,-2.455451361905099
-0.059075475,0.4587549,-3.2357326,0.7070459,0.54509485,1.0,1.2929748,0.69626826,0.68917143,0.41896114,0.21737167,1.9841079,9.027493,0.08983186707236401,-2.4550951775405574
-1.2508488,-0.50015163,0.80507284,0.707403,0.5448873,1.0,1.2930572,0.69627655,0.68917596,0.41897282,0.21742275,1.9839882,9.02723,0.08985440439667292,-2.4550417202246884
1.0408045,-0.040363133,1.0295662,0.70869166,0.5441382,1.0,1.2933648,0.6963062,0.6891979,0.4190375,0.21760704,1.9835719,9.025781,0.08993571241739096,-2.4547466248610057
-0.37240297,-0.6670703,3.744109,0.7094646,0.54368883,1.0,1.2936491,0.696324,0.6892641,0.41929454,0.21771748,1.983475,9.020026,0.08998446253324699,-2.4535741563821407
3.173369,1.5531356,0.95559895,0.709767,0.543513,1.0,1.2937154,0.6963309,0.6892662,0.41929707,0.2177607,1.9833683,9.01997,0.09000353366417635,-2.4535626198206963
0.56148434,0.8316729,2.9461596,0.7103872,0.54315245,1.0,1.293865,0.6963452,0.6892774,0.4193311,0.21784928,1.9831694,9.019208,0.09004263542342528,-2.4534074916730964
1.0787749,0.07662594,-0.40320992,0.7104125,0.54313767,1.0,1.2939445,0.6963458,0.68931705,0.41949326,0.2178529,1.9832739,9.015586,0.0900442325316324,-2.4526691561604697
-0.67505,0.17308044,-1.3714366,0.71055853,0.5430528,1.0,1.2940248,0.69634914,0.68934375,0.41960025,0.21787377,1.9832963,9.0132,0.09005343859333803,-2.4521825877781587
-4.624058,-1.2724859,-3.2584572,0.7155564,0.540146,1.0,1.2951062,0.6964633,0.6893685,0.4196035,0.21858673,1.9814997,9.013126,0.09036825753535582,-2.4521677609478
1.9359784,1.254127,3.3380585,0.7178896,0.53878844,1.0,1.2956134,0.69651616,0.68938124,0.41960955,0.21891902,1.9806613,9.012992,0.09051505550281791,-2.452140204868509
0.068832755,-0.12648833,1.3631539,0.7208344,0.5370746,1.0,1.2962683,0.6965827,0.68940496,0.41964838,0.21933791,1.9796221,9.012126,0.09070017197166114,-2.4519637850414933
0.21658123,0.8330404,0.5594122,0.72114474,0.53689396,1.0,1.2963645,0.69658965,0.6894219,0.4197118,0.21938203,1.979554,9.010713,0.09071967187444696,-2.451675470363463
-0.79044557,-0.4175167,0.56478876,0.72137964,0.53675723,1.0,1.296421,0.69659495,0.689426,0.41972387,0.21941541,1.9794773,9.010444,0.09073443057176789,-2.451620640401262
-0.48912662,-0.6025719,1.5789499,0.72346276,0.53554446,1.0,1.2969091,0.69664174,0.68945587,0.41980517,0.21971133,1.9787774,9.008634,0.09086525670025025,-2.451251494649835
-0.6971071,0.33293638,0.04325396,0.72510445,0.5345885,1.0,1.2972913,0.69667846,0.689478,0.41986305,0.21994433,1.9782207,9.007346,0.09096829645801852,-2.450988719074768
0.45961416,0.44814554,1.1359272,0.72556067,0.5343228,1.0,1.2974284,0.69668865,0.68950045,0.41994634,0.22000904,1.9781127,9.005492,0.0909969250833551,-2.4506106173384268
0.4326874,0.47875318,0.15033591,0.7265182,0.53376514,1.0,1.2976581,0.69671,0.68951696,0.41999507,0.22014485,1.9777977,9.00441,0.0910569931144769,-2.4503896627497372
3.6599505,1.9136508,4.196343,0.72853047,0.532593,1.0,1.2981462,0.69675475,0.68955433,0.420108,0.22043005,1.9771422,9.001901,0.091183167652227,-2.4498776576587318
-0.17568904,0.8486193,0.43029815,0.7303364,0.5315408,1.0,1.2986997,0.69679487,0.6896491,0.42046157,0.22068581,1.9767282,8.994062,0.09129634220320182,-2.4482774206083384
-0.012075365,0.7014915,0.96622807,0.7328225,0.530092,1.0,1.2994642,0.69684976,0.6897807,0.42095366,0.22103752,1.9761595,8.983193,0.09145203558544401,-2.446056669042142
1.1882517,0.88513434,3.766667,0.7333391,0.52979094,1.0,1.2996069,0.69686115,0.6897994,0.42102048,0.22111055,1.9760165,8.981721,0.09148436988844233,-2.4457556398492715
0.21924281,0.20693505,-0.33186054,0.73430026,0.52923065,1.0,1.299822,0.6968823,0.68980753,0.42103407,0.22124639,1.9756731,8.981421,0.09154452600618246,-2.445694391243969
0.8854426,0.47740823,2.0609117,0.7352396,0.528683,1.0,1.3000674,0.69690293,0.68983406,0.42112437,0.22137915,1.9753907,8.979433,0.0916033008183813,-2.4452879092089934
1.2782894,1.431469,6.7651057,0.7421196,0.52467036,1.0,1.3016269,0.6970531,0.68990177,0.42126152,0.22234952,1.972949,8.976416,0.09203326320661531,-2.4446708425959867
1.7106961,-0.06414467,1.9200736,0.7432679,0.52400035,1.0,1.3020654,0.6970779,0.6900074,0.42167407,0.22251119,1.9728096,8.967362,0.09210493994507518,-2.4428184423132517
-0.009695113,-0.15210146,3.0415049,0.743416,0.5239139,1.0,1.3021356,0.6970811,0.69002837,0.42175752,0.22253203,1.9728124,8.965535,0.09211418199853638,-2.4424444153193523
1.2016418,0.35613012,4.189873,0.7445685,0.52324134,1.0,1.302402,0.697106,0.69004226,0.42179093,0.22269422,1.9724084,8.964804,0.09218609736837002,-2.4422947840902616
0.52361923,-0.5545619,-0.026531339,0.7483737,0.52102,1.0,1.303361,0.6971879,0.69013005,0.42207396,0.22322915,1.9711908,8.958616,0.09242336938065532,-2.4410277915386747
1.1629728,0.26978925,6.9758162,0.7497829,0.5201971,1.0,1.3037106,0.69721806,0.69015944,0.42216608,0.22342706,1.9707297,8.956606,0.09251117722466762,-2.4406159726804466
0.10000831,0.90280354,0.3984803,0.7503544,0.51986337,1.0,1.3040029,0.6972303,0.6902511,0.42253336,0.22350726,1.97077,8.948607,0.09254677657182198,-2.4389766503111217
-0.6161168,0.36878616,-3.0359125,0.75160664,0.51913196,1.0,1.3042812,0.697257,0.69026,0.4225439,0.223683,1.9703102,8.948377,0.09262475961122496,-2.4389294976525786
1.4133902,0.718033,4.119318,0.7519953,0.5189049,1.0,1.3043675,0.69726527,0.69026285,0.4225472,0.22373751,1.9701674,8.948306,0.09264896125281086,-2.438914982224489
-0.7853441,-0.020903945,0.5799667,0.75220263,0.5187838,1.0,1.3044484,0.69726974,0.69028276,0.4226253,0.22376658,1.9701439,8.946608,0.09266186631331097,-2.4385666339912735
-0.09805137,0.24753022,-0.4795804,0.75314426,0.5182337,1.0,1.3046963,0.69728976,0.69030994,0.42271805,0.2238986,1.9698559,8.944593,0.09272048081429363,-2.438153729191824
-0.11437857,0.76700747,1.5902064,0.7553303,0.5169564,1.0,1.3052167,0.69733614,0.6903437,0.42281136,0.22420494,1.9691025,8.942568,0.09285649708674759,-2.4377382435642168
-0.45032257,0.41027153,0.27738136,0.7558133,0.51667416,1.0,1.3053461,0.6973464,0.69035876,0.4228635,0.2242726,1.9689575,8.941438,0.0928865373877168,-2.4375063722285013
-0.1904841,0.92460036,1.7941201,0.7571708,0.5158807,1.0,1.305651,0.69737506,0.69037,0.42288113,0.22446263,1.9684607,8.941054,0.09297095080446838,-2.4374278807393104
0.87027526,0.20756471,-0.73915315,0.75756925,0.5156478,1.0,1.3057568,0.69738346,0.6903819,0.42292187,0.2245184,1.9683393,8.940171,0.09299572194754191,-2.4372467434601726
1.795433,0.96305645,1.5078182,0.7598324,0.5143247,1.0,1.3063062,0.69743115,0.69042224,0.42304063,0.22483496,1.967571,8.937598,0.09313636418371851,-2.436718753818255
0.4337827,-0.042717755,3.764089,0.759972,0.51424307,1.0,1.3064785,0.69743407,0.69049793,0.42335165,0.22485447,1.9677321,8.930872,0.09314503715078004,-2.43533809675919
0.6795843,0.68088627,0.66361326,0.7618637,0.51313686,1.0,1.3069111,0.69747376,0.6905175,0.42339176,0.22511885,1.9670477,8.930006,0.09326252889891429,-2.4351602994654575
1.1630676,-0.21432948,2.3664298,0.7628975,0.5125322,1.0,1.3072139,0.69749534,0.6905632,0.42355922,0.22526324,1.966773,8.926393,0.09332671036982076,-2.4344183325592943
3.5587695,2.4720104,0.97878134,0.76326627,0.51231647,1.0,1.3073828,0.6975031,0.6906116,0.42375246,0.22531474,1.9667665,8.92223,0.09334960293402461,-2.433563161703919
1.5008674,1.187841,0.5990109,0.7637726,0.5120203,1.0,1.3076253,0.6975136,0.6906838,0.4240412,0.22538541,1.9667734,8.916021,0.09338102875488341,-2.4322872287572608
1.8658905,1.2968595,6.2441096,0.7645145,0.51158625,1.0,1.3078213,0.6975291,0.69070524,0.42411417,0.22548898,1.9665433,8.914454,0.09342706876107576,-2.431965202436661
0.776622,0.42545545,1.7366889,0.76942784,0.5087108,1.0,1.3089406,0.69763106,0.69075286,0.42420512,0.22617397,1.964746,8.912503,0.09373174659336436,-2.4315639467981893
1.341248,-0.08437431,0.58407736,0.769591,0.50861526,1.0,1.3090185,0.6976344,0.69077593,0.42429754,0.22619668,1.9647473,8.910522,0.09374185770065868,-2.4311565766950856
0.2437942,0.054276466,0.8871669,0.77137554,0.50757045,1.0,1.3094407,0.6976712,0.6908014,0.42436418,0.22644514,1.9641154,8.909095,0.09385241940634581,-2.4308628880242362
0.71566814,0.47725663,2.3654437,0.77457315,0.50569767,1.0,1.3101773,0.69773686,0.69083613,0.42443818,0.22688991,1.9629496,8.907511,0.09405040190004454,-2.4305371138600846
1.0120139,1.0286928,-3.8580961,0.7773565,0.5040668,1.0,1.3108141,0.6977937,0.69086397,0.4244923,0.22727658,1.9619248,8.906352,0.09422261056846837,-2.430298722930699
0.6211338,0.19893765,0.2296009,0.77774745,0.5038377,1.0,1.310903,0.6978017,0.6908675,0.4244982,0.22733086,1.9617795,8.906225,0.09424678969913725,-2.4302727496297027
1.3466388,0.62785035,1.7758209,0.7777677,0.50382584,1.0,1.3109151,0.69780207,0.6908716,0.42451492,0.22733366,1.9617833,8.905868,0.09424804254513985,-2.4301990976174146
1.850013,-0.38018805,0.7250775,0.7783332,0.50349444,1.0,1.3111336,0.69781363,0.6909242,0.4247214,0.22741216,1.9617077,8.901455,0.0942830096275995,-2.42929103225228
1.4078956,0.24569452,3.2629013,0.7807408,0.50208306,1.0,1.3118432,0.69786245,0.69103175,0.4251155,0.22774619,1.961055,8.893052,0.0944318395922521,-2.4275609208199382
-0.87637633,-0.1724382,-3.526701,0.78172606,0.50150543,1.0,1.3120629,0.6978824,0.69103837,0.425121,0.22788277,1.9606813,8.892936,0.0944927167021612,-2.427536904724973
-0.7490809,1.4718277,0.14441377,0.7861357,0.498919,1.0,1.3130481,0.6979712,0.691069,0.42514947,0.22849359,1.9590069,8.892329,0.09476501618706412,-2.4274121371252826
-0.45542264,0.23108757,0.3286333,0.7865286,0.49868846,1.0,1.3131977,0.6979791,0.6911043,0.42528763,0.22854796,1.9589496,8.88939,0.09478926628769324,-2.426806600165036
2.4284725,0.4166329,-0.80366755,0.7867333,0.49856836,1.0,1.3132439,0.6979832,0.69110584,0.42528957,0.22857627,1.9588721,8.889349,0.094801898579568,-2.426798185762843
-0.57443535,-0.08675277,-2.4898512,0.78733516,0.4982152,1.0,1.3134238,0.69799525,0.6911339,0.42539272,0.22865954,1.9587104,8.887157,0.0948390346060094,-2.426346508636792
-2.0058453,-0.7403145,1.9678755,0.7875948,0.49806285,1.0,1.3134915,0.69800043,0.69114083,0.42541587,0.22869545,1.958626,8.886666,0.09485505399411653,-2.4262452904912553
-0.18254393,0.19608754,0.37002552,0.79124194,0.49592203,1.0,1.3143445,0.69807315,0.6911857,0.42552006,0.22919962,1.9572892,8.884456,0.09507998144922047,-2.4257896637596934
0.69817966,-0.08288854,1.4875461,0.7925616,0.49514717,1.0,1.3147869,0.6980994,0.6912722,0.42585102,0.22938186,1.9570034,8.877442,0.09516131922709636,-2.4243437702600357
-0.18232632,0.72029537,1.948612,0.7934532,0.49462357,1.0,1.3149906,0.6981171,0.69128054,0.4258655,0.22950493,1.9566679,8.877137,0.09521625851430127,-2.4242807365791075
1.6005101,1.1283445,1.4289924,0.7939817,0.49431318,1.0,1.3151597,0.6981275,0.6913109,0.4259797,0.22957784,1.9565406,8.874722,0.09524881849876188,-2.423782430372243
-1.2841582,0.6122216,2.6732621,0.79578215,0.49325553,1.0,1.3155817,0.69816315,0.69133323,0.42603192,0.22982623,1.9558778,8.873619,0.09535971889774864,-2.4235549766952205
-0.4998284,-0.7109066,2.2795694,0.7985423,0.49163365,1.0,1.3162202,0.6982174,0.691363,0.4260923,0.23020667,1.9548463,8.872343,0.09552964155536092,-2.4232917751866436
-0.006780505,0.5699848,-0.9933728,0.79976124,0.49091724,1.0,1.3165098,0.69824135,0.69137996,0.42613542,0.23037457,1.954401,8.871432,0.09560464780173628,-2.4231037864863882
-1.6875377,-0.9168875,0.90708745,0.8008346,0.49028623,1.0,1.3167539,0.69826233,0.69138926,0.42614916,0.23052233,1.9539921,8.871141,0.0956706826015814,-2.4230438832554064
2.7535958,1.021882,-0.1521666,0.80151474,0.48988634,1.0,1.3170735,0.69827557,0.69148165,0.42651966,0.23061597,1.9539776,8.863334,0.09571251661238711,-2.421432094008204
2.3463683,1.2101688,4.889356,0.80395806,0.48844948,1.0,1.3176327,0.69832325,0.69150436,0.4265575,0.23095208,1.9530493,8.862536,0.09586275130758137,-2.421267551541452
1.1952606,1.0895019,2.3762941,0.80456984,0.48808962,1.0,1.3179119,0.6983351,0.69158316,0.42687273,0.2310362,1.9530228,8.855914,0.09590035751940973,-2.419899517776452
2.4152336,1.0184553,1.621145,0.8063859,0.48702127,1.0,1.3183246,0.69837034,0.69159836,0.4268937,0.23128575,1.9523263,8.8554735,0.09601195338127932,-2.419808577923181
1.9962158,1.6771233,3.2710962,0.80847967,0.48578912,1.0,1.3188,0.6984108,0.6916156,0.42691657,0.23157333,1.951521,8.854993,0.09614056922075842,-2.41970934080605
3.6669292,1.5250456,1.621711,0.8091685,0.4853837,1.0,1.3189846,0.69842404,0.691636,0.426986,0.23166788,1.9512974,8.853538,0.09618286922792119,-2.419408449931584
1.6635737,0.93210703,0.48244196,0.8098536,0.4849804,1.0,1.3191849,0.69843733,0.69166505,0.42709142,0.2317619,1.9510995,8.851328,0.09622493522450604,-2.4189519034390443
1.2528548,1.2872539,5.8497367,0.8123498,0.4835107,1.0,1.3198533,0.6984852,0.6917386,0.4273402,0.23210427,1.9502856,8.846122,0.09637814664956734,-2.417875395669974
0.8583655,-0.4976995,0.1485138,0.81475955,0.48209137,1.0,1.3204088,0.69853127,0.6917623,0.4273825,0.23243453,1.9493644,8.845238,0.09652598219454833,-2.4176926224622646
2.222486,0.9004208,0.6435207,0.8162727,0.4811999,1.0,1.3207971,0.6985601,0.6917979,0.4274953,0.23264174,1.9488431,8.84288,0.09661877180866552,-2.4172051231213514
0.71169263,0.5750303,5.7156076,0.81776446,0.48032078,1.0,1.3211443,0.6985885,0.69181436,0.42752853,0.23284595,1.9482759,8.842187,0.09671022597970602,-2.417061597499825
0.9132828,1.8369393,-3.2405992,0.82008916,0.47895044,1.0,1.3217235,0.69863254,0.6918595,0.42766201,0.23316395,1.9474456,8.839402,0.09685268804550495,-2.416485463665942
1.6819875,0.6291746,2.6363325,0.82298905,0.4772404,1.0,1.3223912,0.6986872,0.69188714,0.42770806,0.2335603,1.9463263,8.838443,0.09703030699590676,-2.416286940875887
4.2700725,1.6411856,1.6509502,0.8231173,0.47716478,1.0,1.322428,0.6986896,0.69189215,0.42772597,0.23357782,1.9462874,8.838068,0.09703815863886123,-2.4162094685792224
1.8458846,0.98225206,0.3551998,0.8251011,0.47599447,1.0,1.3229238,0.69872683,0.69193137,0.42784244,0.2338487,1.945577,8.835643,0.09715960571546922,-2.4157075278633293
2.5641456,0.82734656,2.3127341,0.829306,0.4735127,1.0,1.323964,0.69880533,0.6920083,0.42806298,0.23442234,1.9440491,8.831054,0.09741687891941475,-2.414757495749035
0.2559697,-0.64827883,6.4625893,0.8305495,0.47277856,1.0,1.3242996,0.69882846,0.6920457,0.4281893,0.23459181,1.9436371,8.828429,0.09749291644803282,-2.414214013304251
-0.10653949,-0.8164652,2.088266,0.8333114,0.47114724,1.0,1.3249458,0.69887954,0.69207644,0.42825076,0.234968,1.9425733,8.827153,0.09766175343319128,-2.4139497874336318
1.2097564,0.28645515,-0.66644,0.8346334,0.47036618,1.0,1.3253194,0.698904,0.6921248,0.42842114,0.23514797,1.9421573,8.82362,0.0977425381326098,-2.4132176511261134
-0.2998519,0.8882481,-1.788065,0.83660376,0.46920177,1.0,1.3258042,0.6989402,0.69215906,0.42851645,0.23541602,1.9414304,8.821645,0.09786290307061352,-2.412808566224336
2.6751494,1.5617388,3.1538668,0.8370153,0.46895853,1.0,1.3259073,0.6989478,0.6921672,0.42854047,0.23547198,1.9412811,8.821148,0.09788803531256496,-2.412705450531151
1.2670351,0.030364186,1.4054763,0.8397981,0.46731326,1.0,1.3265707,0.6989987,0.69220424,0.42862672,0.23585026,1.9402196,8.819362,0.09805794646967025,-2.4123352378813903
-1.814909,-0.30078268,-0.7608658,0.8402796,0.4670285,1.0,1.3266945,0.6990075,0.6922152,0.4286609,0.23591568,1.9400485,8.818654,0.09808733929583002,-2.4121885888450514
-1.2482495,-0.5661758,0.7607655,0.8418634,0.46609172,1.0,1.3271576,0.69903636,0.6922808,0.42889717,0.23613077,1.9395677,8.81377,0.09818399862146698,-2.411176146321031
2.4188163,2.5506134,2.750146,0.8421923,0.46589714,1.0,1.3275805,0.6990423,0.6924648,0.42966235,0.23617542,1.939945,8.798016,0.09820406807607618,-2.407906878336929
3.084537,1.5875974,0.99272406,0.8442252,0.4646943,1.0,1.328053,0.6990792,0.69248515,0.42969713,0.23645133,1.939147,8.797301,0.09832809038493295,-2.4077586184348876
-1.66209,-0.8582225,1.3227394,0.84437335,0.46460664,1.0,1.328113,0.69908196,0.6925,0.42975557,0.23647144,1.9391261,8.796103,0.09833712504451775,-2.407509640297826
-0.39160842,-0.4382218,0.42533994,0.8464101,0.46340114,1.0,1.3286285,0.69911873,0.69254225,0.4298826,0.23674767,1.9383864,8.793497,0.09846133190747719,-2.406968459041791
-0.1361627,-0.36626026,-1.3937092,0.8466959,0.46323195,1.0,1.3287085,0.699124,0.69255215,0.4299169,0.23678643,1.9382936,8.792795,0.09847875913448889,-2.406822640105701
0.9233029,0.9226018,2.173312,0.8488743,0.4619421,1.0,1.3292718,0.69916314,0.6926034,0.4300775,0.23708163,1.9375172,8.789507,0.09861154969674668,-2.406139363382922
-1.7903132,-1.3918943,0.19066668,0.85280895,0.45961118,1.0,1.330167,0.69923365,0.6926319,0.43009812,0.2376144,1.9359319,8.789084,0.0988512845589864,-2.4060516888998995
-1.2888021,-0.40390986,-0.88930035,0.85458905,0.45855618,1.0,1.3306023,0.69926536,0.6926604,0.4301724,0.23785523,1.9352562,8.787565,0.09895969171497565,-2.4057358682992955
0.2258017,-0.5620331,0.3756438,0.85890234,0.45599848,1.0,1.3315837,0.69934183,0.692691,0.43019128,0.23843817,1.9335077,8.78718,0.09922224379068756,-2.4056559077464543
-0.35188526,-0.14537403,0.7783739,0.85895807,0.45596543,1.0,1.3317178,0.69934285,0.69275457,0.4304576,0.23844571,1.9336612,8.781741,0.09922563339315194,-2.404525047925417
2.1702518,0.8802798,1.9226727,0.85966134,0.45554823,1.0,1.33203,0.69935524,0.6928388,0.4307941,0.23854072,1.9335964,8.774884,0.0992684247981721,-2.4030988291875532
