y,loc,scale,df,x,x2
3.2757816,3,2.0884192,3.09941,0.448286039,-0.315293558
-0.613088,1,2.6594687,3.5574167,0.62606739,0.746603485
-4.972701,1,2.4992855,3.7582154,0.64648033,0.870755667
0.65607166,1,1.8138539,8.209313,0.117517974,-2.28239197
1.142464,3,1.8514982,3.1563344,0.432953293,-0.395391396
-0.19555163,1,2.2837236,4.1985693,0.684226206,1.094791936
0.32928705,2,2.1723082,4.917089,0.727236196,1.384589819
2.0812235,3,1.6008834,3.2445319,0.415503551,-0.494501551
2.3699102,1,2.4825196,3.7861698,0.648449712,0.886662146
2.4028106,2,1.023043,11.513958,0.986374403,2.917868809
1.4893982,1,3.1238616,3.0911806,0.549443476,0.301961022
1.7436262,1,0.8970247,5.1986833,0.246559734,-1.482795824
0.31620425,1,1.5953301,7.406361,0.144615688,-2.099133435
3.2183938,2,1.1941283,10.831536,0.965266511,2.798488157
2.1255515,1,2.5623033,3.6736817,0.637962888,0.820781155
2.1913319,2,1.3574442,10.280469,0.947533045,2.698234496
-3.9564724,1,2.5186665,3.7316039,0.643734064,0.855338499
2.5939465,1,2.4121335,3.9099774,0.657968288,0.953927316
-0.73915315,1,1.9683393,8.940171,0.092995722,-2.437246743
2.3669448,2,2.195724,5.866097,0.775430627,1.692955056
0.53348607,1,2.0019648,11.674071,0.006310931,-2.945177671
3.046361,2,2.2045007,5.990067,0.781979352,1.729181089
4.020843,1,2.8969524,3.3308752,0.596959603,0.575217482
0.35503125,1,0.84775347,4.9082217,0.264121465,-1.381384073
3.192453,3,1.0311143,3.6588664,0.357977406,-0.811705829
4.754386,3,1.1496958,3.5214682,0.374076536,-0.722127582
1.4099807,1,1.9247458,8.730641,0.100780736,-2.393875759
2.0830278,3,2.1846716,3.0787454,0.45426336,-0.280616185
3.2820559,1,2.5572026,3.682162,0.638400532,0.825931025
1.373091,1,0.9286219,5.383107,0.237885726,-1.543731589
0.05573374,1,2.4297726,3.8851075,0.654504492,0.940801562
2.719115,3,1.7820476,3.1788087,0.428347275,-0.422857637
-0.14430094,1,2.2435606,4.3482924,0.69532849,1.161159878
0.2884423,1,0.8730993,5.036212,0.254565639,-1.426958938
1.2282515,3,0.93954015,3.841772,0.342306923,-0.917481324
0.65517867,1,0.8523732,4.9285836,0.262261408,-1.388734619
1.918962,1,2.0700152,10.705194,0.035818368,-2.775823132
2.3920627,2,2.1631105,5.2374725,0.742180646,1.495818407
2.1433215,1,1.0148114,5.687778,0.220347316,-1.639444428
1.4337696,3,2.5688202,3.0181885,0.478566979,-0.134864845
4.834537,1,2.425561,3.890753,0.655337024,0.9437971
0.1573844,1,2.6986358,3.5118475,0.621850724,0.715435201
1.2263806,2,1.4756265,9.946221,0.935328697,2.635568513
2.6255052,2,2.169397,4.988679,0.730921204,1.410205268
-2.1290598,2,2.1233103,7.750332,0.855426252,2.179525611
2.1567202,3,1.5927168,3.2459764,0.414826212,-0.495960241
4.2347183,3,1.7064362,3.2036836,0.42310646,-0.451313283
-0.23282552,2,2.102751,7.88713,0.859378505,2.210685324
0.6055052,2,1.1154981,11.161925,0.97447574,2.8569084
1.6521187,2,1.491514,9.866434,0.933780892,2.620388193
5.1763406,2,2.2181962,6.263604,0.795229537,1.806544866
2.0820484,2,1.0446731,11.451858,0.983442435,2.907207922
-2.6519182,1,2.9638193,3.27268,0.587909612,0.522187669
0.17474043,2,1.2647566,10.602351,0.957374639,2.757236072
3.1003323,2,1.7477964,9.121465,0.907369517,2.474159402
1.3406177,2,2.2165773,6.8804092,0.821543789,1.969875388
3.3046148,1,1.3459741,6.678401,0.173593342,-1.917915819
1.9295387,1,3.1059518,3.1313605,0.560101337,0.362436809
-1.5702145,1,2.3258834,4.085595,0.673927979,1.041918976
0.2903533,2,2.1658328,5.149778,0.738858034,1.466212134
0.7518573,1,2.7294462,3.48263,0.617906466,0.694715773
3.230225,3,0.8314233,4.278326,0.306246,-1.130630897
2.1491666,2,2.1653929,5.166635,0.739557918,1.471949382
1.7125527,2,2.2195733,6.2913957,0.796684037,1.814220464
4.10659,3,2.476169,3.0270557,0.472356084,-0.164486342
-0.002106667,2,2.1742787,5.4808264,0.756060029,1.575063884
1.4672889,2,1.1819679,10.895497,0.966630235,2.809892807
2.089468,1,1.926619,8.753436,0.100399456,-2.398632134
1.4130023,1,1.2391726,6.3714232,0.186875438,-1.836143583
2.761183,1,2.548959,3.6945143,0.639285798,0.833375228
1.6630409,1,3.1154943,3.1156385,0.556247712,0.340056719
1.4750361,2,2.212598,6.965106,0.825513417,1.991257393
-0.23355043,1,1.7194085,7.805662,0.12989198,-2.192182061
2.7669616,3,1.5202283,3.2772331,0.409253061,-0.526529386
0.60268307,2,2.22197,6.6209297,0.810159934,1.902874101
3.2563257,1,1.7056286,7.771873,0.131522919,-2.184461766
0.82715845,1,1.4246303,6.9362016,0.164156966,-1.983986248
3.4383311,3,2.0555484,3.1081903,0.446281896,-0.3289228
1.9783406,1,2.4614146,3.82126,0.651176137,0.906233891
1.8839965,3,1.8235782,3.1669667,0.431187212,-0.408615593
2.0835657,2,2.2153952,6.9065166,0.822543393,1.976490976
1.7989535,1,0.8800834,5.0711102,0.252264133,-1.439135306
-0.3620608,2,2.2143805,4.506833,0.70663337,1.227531314
-0.6818937,1,1.4235042,6.930991,0.164296622,-1.982672759
1.0356925,2,1.252587,10.649378,0.958696503,2.765750863
1.055986,1,3.1085513,3.1264677,0.558340863,0.355623017
0.5041142,1,2.0593421,9.556805,0.069224771,-2.560625854
2.936743,2,1.8351398,8.85241,0.897729148,2.419175458
0.7544925,1,0.9022406,5.2104716,0.245252184,-1.486765459
1.0538379,1,0.8672745,4.9775906,0.257047982,-1.406268259
1.7005603,1,0.8297224,4.683836,0.276526476,-1.297627016
1.7603354,2,2.1926692,5.7684693,0.771466828,1.663871805
3.858873,3,2.229073,3.0666118,0.456847997,-0.258092762
0.38887388,1,2.3441832,4.0403953,0.670612934,1.01999757
4.409185,3,1.4904372,3.2890425,0.406807126,-0.537626646
1.1567067,1,2.2411523,4.359126,0.696311268,1.165815733
-0.6445261,1,1.449417,7.0265007,0.161200116,-2.006614199
4.035862,3,1.8986689,3.146727,0.436202849,-0.383049716
3.1460428,2,0.97768235,11.79531,0.992624169,2.965688819
2.8510735,1,1.6892538,7.7393,0.133414162,-2.176993317
-1.9158478,1,1.2807355,6.5162554,0.181467307,-1.875168135
2.3236613,1,2.4035058,3.9236786,0.659599517,0.961082023
0.12050092,1,1.55094,7.308078,0.149588196,-2.075590975
-0.12020004,1,0.8331953,4.76942,0.272548245,-1.330195468
0.14785808,1,2.014214,11.550008,0.010513846,-2.924039636
2.6401985,1,2.0760398,10.515304,0.040907793,-2.741405328
3.3860254,3,2.1029212,3.0966473,0.449212449,-0.310881527
-3.5024443,1,2.0754333,10.538928,0.040399904,-2.745710895
4.4832096,3,1.9589702,3.1317978,0.440150755,-0.36303972
-0.004241467,1,0.9436916,5.4157224,0.234680243,-1.554259353
8.08817,1,2.7976594,3.41093,0.610675479,0.641038075
1.5011338,1,3.0291326,3.2142482,0.577826967,0.462869417
1.9770863,1,2.2338812,4.394151,0.699063425,1.180741888
2.0936286,3,0.92607766,3.8785381,0.339586921,-0.937303609
-2.0449343,2,2.2058008,6.003862,0.782821346,1.733165258
2.1923802,1,1.9977726,9.099512,0.086939768,-2.469719089
1.3579473,3,0.8948295,3.9509501,0.331225952,-0.97516674
-2.4954903,1,3.0640194,3.1816514,0.570138954,0.426205672
-1.9787254,2,1.666024,9.343939,0.916027455,2.518717782
0.18354154,2,2.1649663,7.440526,0.846010457,2.107255552
3.4489832,3,1.1528832,3.5133145,0.374292182,-0.716459633
-0.7099128,1,2.0605757,10.8931465,0.02950524,-2.80947447
2.1820543,1,1.287829,6.5323634,0.180603002,-1.879458301
3.3207579,3,1.2902987,3.3981562,0.388950574,-0.630996141
1.0193741,1,2.9958587,3.2434447,0.583518818,0.493401109
4.2127485,1,2.9907749,3.2485058,0.584106284,0.498503654
1.8259416,3,1.8038776,3.1736984,0.429891576,-0.416771447
3.463951,3,1.4114733,3.3259418,0.400117437,-0.570913061
0.66134405,2,1.9256427,8.600695,0.886675258,2.366578693
-2.1932342,1,3.0858543,3.0322564,0.528772051,0.179600859
6.024767,1,2.020245,11.475309,0.012585081,-2.911238443
0.7788739,1,0.89801,5.1989303,0.246334421,-1.482879029
0.32049918,2,2.2218807,6.615282,0.809848131,1.901389461
5.978223,1,2.7718632,3.4409547,0.612900253,0.664044104
1.4027097,2,1.8745209,8.751443,0.893042647,2.398216538
4.028489,3,0.9768257,3.7550943,0.349180892,-0.868961664
3.011694,1,1.4836696,7.1346607,0.157213082,-2.033386489
2.2260532,3,2.1044998,3.0958557,0.449291068,-0.30960576
0.74335456,1,1.0063742,5.6456995,0.221987059,-1.626560601
1.180486,2,1.000339,11.655301,0.98944704,2.941989266
1.3251028,1,3.0285788,3.0146265,0.518772579,0.12093969
2.4279141,2,1.1246313,11.142193,0.973344695,2.853452725
3.4426095,1,1.07576,5.929679,0.209773944,-1.711630471
-0.30259514,2,1.92931,8.599808,0.886150097,2.366391312
1.4402026,1,2.2673001,4.254433,0.688206767,1.120014702
2.1287665,1,2.4231253,3.8937702,0.655856237,0.945394274
-2.7284281,1,3.069185,3.0236075,0.525107412,0.153647288
2.1927073,3,0.9362163,3.8500824,0.341630486,-0.921999111
-1.704474,1,2.965264,3.005455,0.510814757,0.073857341
2.0794437,2,2.2069952,4.5595374,0.709939593,1.248814459
5.5511236,2,2.1898303,4.695863,0.716409636,1.30225302
2.2608528,2,1.0922712,11.279017,0.977307257,2.877328114
-4.6878443,2,2.2255938,6.376389,0.802219079,1.8374953
3.308543,2,2.220126,6.743988,0.815124754,1.934938775
3.308227,1,2.0510805,11.073753,0.025038099,-2.841435136
1.8946528,1,3.0714126,3.1733363,0.569183115,0.416336842
2.7707884,2,2.1647031,5.176743,0.739806515,1.475379011
2.1015606,3,1.056063,3.6245756,0.361709796,-0.790301008
2.2680378,1,3.102081,3.1365564,0.560985505,0.369535482
3.070936,3,2.7935588,3.0010889,0.494807323,-0.032998951
4.9418764,3,1.136358,3.5327196,0.372396481,-0.729876391
1.1866126,1,0.8354399,4.83011,0.270144915,-1.352815562
3.7639227,3,0.9796963,3.74586,0.349553304,-0.863631872
-0.27658772,2,2.207143,6.032653,0.784134567,1.741451411
0.043166816,1,2.7755706,3.4360442,0.612656724,0.660336454
1.3916016,1,1.2192554,6.3288937,0.189396086,-1.824525639
1.0379124,1,0.82130736,4.4825706,0.290975903,-1.217608562
4.151507,3,1.3935102,3.3360927,0.39856336,-0.57973505
2.7211232,2,1.1341641,11.094375,0.972212785,2.845061517
0.5956688,3,1.6979593,3.206641,0.422507656,-0.454577774
-0.28153825,1,0.86764103,4.9777203,0.25694468,-1.406314449
-1.1901603,1,1.0491797,5.856363,0.214011915,-1.6900778
-0.48722255,1,3.0942097,3.03594,0.530657651,0.189578036
2.6894517,3,0.9083498,3.9113724,0.334794593,-0.954658289
1.6437573,1,2.0779634,10.052016,0.055213831,-2.655563239
-1.5616035,1,0.86798143,4.996616,0.256548703,-1.413016636
2.352233,2,1.6141884,9.497932,0.921345956,2.549104211
0.90913033,2,1.81835,8.913782,0.899599874,2.431826923
2.359441,1,2.0296235,11.3739805,0.016129207,-2.893783043
5.9396925,2,2.1655998,7.4371967,0.845800308,2.106465468
-0.5853938,1,2.0049515,11.64301,0.007305314,-2.939899751
3.0439425,2,1.9590701,8.49102,0.882276101,2.343292616
2.827135,1,2.3844042,3.954129,0.663536839,0.976795259
-0.30977,1,1.8119092,8.198586,0.117794221,-2.280040798
0.3785993,1,3.1226707,3.072136,0.543471636,0.268581332
1.8024166,3,2.106333,3.0949795,0.449384192,-0.308187554
3.2602003,2,1.622309,9.463056,0.920544148,2.542254123
4.1681824,1,1.3864578,6.806551,0.168717768,-1.951038391
2.3778791,1,0.8573075,4.95224,0.260332785,-1.397225878
1.2380273,2,2.1403577,7.647389,0.851548051,2.155780374
0.39440322,1,1.7255527,7.8295193,0.129124136,-2.197616729
0.37041473,1,2.0115783,9.172715,0.083816068,-2.484494967
3.933793,2,1.0159752,11.534163,0.987351098,2.921329094
-0.60147333,2,1.8529186,8.815,0.895607273,2.41143103
-2.4949934,1,1.6107965,7.443242,0.142864808,-2.10789989
0.63252044,2,1.0961384,11.227452,0.976874698,2.868353511
3.6695576,2,2.204034,5.989962,0.781823883,1.72915074
2.16364,1,3.1136026,3.119298,0.557250634,0.345395492
1.6870152,1,2.0725915,9.880335,0.060770751,-2.623039294
2.308504,2,1.8787065,8.731188,0.892571809,2.393989957
1.2047415,1,0.8251294,4.372523,0.297046711,-1.171547237
2.5066803,2,1.4511485,10.037471,0.937787508,2.65282314
-1.6880941,1,3.0475957,3.017836,0.521497131,0.13355146
2.7195008,2,1.7868253,9.014346,0.903095712,2.452416418
3.6061487,3,1.2500154,3.4285965,0.384955144,-0.654672896
3.808447,1,2.9044597,3.323995,0.596049757,0.569205745
1.5503109,2,0.9611456,11.875982,0.995046671,2.979258624
3.887567,2,2.206701,7.0574737,0.829393597,2.014317214
3.232246,2,1.4591938,10.002847,0.936987137,2.646289319
1.0797956,3,1.2793777,3.4038634,0.387812508,-0.635502439
3.076728,2,1.8098909,8.928747,0.900589862,2.43490183
1.8544933,2,1.7274866,9.185756,0.909525705,2.487117986
2.1831405,1,0.82444173,4.5878553,0.282832127,-1.260101372
-0.6815038,1,1.3383476,6.6649337,0.174473387,-1.914401664
2.0299516,2,2.1687164,5.0550094,0.734772136,1.433530402
0.21194005,2,1.4294914,10.108041,0.939993039,2.666090927
0.035361767,2,2.1958852,7.195567,0.834337936,2.048308328
5.0271435,2,1.1578789,10.9752445,0.969442836,2.824047488
-0.71127415,1,2.0796473,10.18235,0.051104529,-2.67999066
0.9813335,1,2.0709584,9.807096,0.062403322,-2.609041057
1.049698,2,2.183621,5.6005783,0.763220109,1.61263088
1.7278403,3,1.7538468,3.186153,0.426351307,-0.431454482
0.37602508,1,2.9170547,3.312159,0.594580878,0.55871192
-1.3502781,1,2.0710158,9.813004,0.062308801,-2.610173153
0.16586459,1,2.2638538,4.267044,0.689069441,1.125630444
-0.95237494,1,2.3098497,4.128936,0.676873143,1.062513822
-0.10628891,1,2.0104418,9.167625,0.084076214,-2.48347045
7.343872,1,3.0028439,3.2379425,0.582198637,0.487793495
-0.8706243,1,1.7855029,8.073389,0.121403531,-2.252418546
4.656592,3,2.481612,3.0264525,0.472713137,-0.162642205
2.0033119,1,2.0143955,9.192396,0.083119914,-2.488452483
2.0554879,1,0.88779706,5.137378,0.249475658,-1.461977546
-0.86834574,1,1.4325099,6.9762893,0.163165785,-1.994063527
3.1448543,2,2.169154,5.083276,0.736580606,1.44335573
-3.7790856,1,3.1036217,3.0393593,0.532796208,0.198391576
1.9630374,1,2.337863,4.0537114,0.672043715,1.026504365
-0.79636884,2,2.1927369,5.7703958,0.771548066,1.664450534
3.9736507,1,3.0931118,3.1484985,0.563907143,0.385355224
2.4599802,2,1.1207343,11.154552,0.973820596,2.855617734
2.7372403,3,1.006245,3.6988685,0.354078221,-0.835983619
3.9123473,3,0.8551489,4.11508,0.318633901,-1.055973487
1.8072927,2,2.0093844,8.325,0.875052981,2.307596109
4.885617,1,2.0632787,10.843779,0.031077091,-2.800674631
1.0967493,1,2.0714636,9.858739,0.061562285,-2.61891945
0.0625931,1,0.8313956,4.70264,0.275181072,-1.304852428
-4.8938084,1,2.4034166,3.9239562,0.659599833,0.961226419
2.2156305,2,2.2213492,6.642378,0.810753559,1.90850149
3.1302981,3,1.9531415,3.133642,0.439790311,-0.365570876
5.69013,1,0.8437559,4.8798966,0.266027037,-1.371093151
4.196343,1,1.9771422,9.001901,0.091183168,-2.449877658
0.28074503,1,2.062984,9.664758,0.067000993,-2.58161928
2.8835986,3,1.1105349,3.5563807,0.369038866,-0.745909391
1.4388747,2,1.3851864,10.201281,0.94463468,2.683520187
1.6124814,1,2.0207503,11.466137,0.012737564,-2.909662763
3.2557268,3,1.8825145,3.1518898,0.435172582,-0.389730304
2.7997847,3,1.7235514,3.1978154,0.424308003,-0.444764362
1.5969689,1,3.1142383,3.0562203,0.537919082,0.237108031
0.11597061,2,2.0575256,8.123107,0.867451623,2.263428217
-0.124857545,1,1.4398317,6.9942145,0.162329766,-1.998553099
3.8802195,1,2.568178,3.6626346,0.637620759,0.814023724
2.6145082,3,1.4558725,3.305268,0.403956729,-0.552510721
0.38350302,1,1.8588918,8.401149,0.111172882,-2.324037243
2.4576945,2,2.2206776,6.7168317,0.814029444,1.927908652
0.7902501,1,2.5056024,3.7497838,0.645535735,0.865900602
-0.33198,1,0.85486865,4.9452314,0.261190793,-1.394715539
-0.5094367,1,1.7758559,8.033486,0.122674477,-2.243543277
1.2008996,1,1.8452749,8.338132,0.11315402,-2.31043969
3.5276668,1,2.0704107,9.788599,0.062853399,-2.605493915
1.869023,2,1.1741737,10.929588,0.967521983,2.815952506
2.5519872,1,2.3234699,4.0900393,0.674689051,1.044049486
6.4030204,3,2.7070377,3.0065506,0.488262389,-0.080935417
2.780078,1,1.2437015,6.4073033,0.186175566,-1.845888268
-0.7596692,1,2.0773525,9.995292,0.056573405,-2.644861382
4.448677,3,2.0241406,3.1144152,0.444250794,-0.338252975
0.50115085,1,2.4509783,3.841967,0.652238616,0.917587665
1.6750236,1,2.01984,11.478665,0.012429492,-2.911814814
3.165412,1,2.0453255,11.167899,0.022530522,-2.857953682
0.48379564,3,2.7976327,3.0008795,0.495128612,-0.029654829
1.132232,1,0.91140664,5.2824736,0.242447102,-1.5107857
-5.198411,2,2.1751537,4.8871126,0.726357095,1.373722103
2.0072272,2,0.9416261,11.951343,0.998022359,2.991879474
2.6188304,3,0.9930543,3.7197366,0.351814191,-0.848372919
0.60630643,1,1.9009367,8.586954,0.10480851,-2.363673794
3.7381103,1,1.9866736,9.033409,0.089344249,-2.456299794
0.06957579,1,2.0664818,10.772864,0.032912672,-2.787985648
1.282822,1,0.86164606,4.960019,0.258927431,-1.400006781
0.3753047,1,2.0468082,11.159312,0.023352413,-2.856450982
0.85453874,1,2.9240742,3.305753,0.593719788,0.552949459
2.2244852,1,1.9994684,11.723936,0.005658248,-2.953630957
5.1072807,3,2.1493728,3.0859575,0.452071978,-0.293185163
4.43872,3,0.83682984,4.2310567,0.309906151,-1.109529947
1.5762699,1,1.0155047,5.701039,0.22014094,-1.643483802
0.104156435,1,0.9012121,5.2088943,0.245498663,-1.486234856
2.799984,1,3.1238544,3.0911014,0.549413059,0.301830035
3.1677074,1,2.2889695,4.1834545,0.682637771,1.087866999
2.9147158,2,2.220846,6.7313623,0.814990967,1.931673446
0.14016998,1,1.9889303,9.047514,0.088861281,-2.45916941
5.404887,1,3.0646815,3.1809785,0.569965766,0.425415774
4.3385696,2,2.2270188,4.4302354,0.701545261,1.195924497
1.0877196,1,1.3919568,6.828608,0.168041644,-1.956682936
-0.069580555,2,1.1533407,10.982889,0.969989848,2.825400752
2.9169064,2,2.1659665,7.4322715,0.845752507,2.105296097
2.6610475,2,1.4846921,9.872579,0.934502378,2.621560389
2.7105873,1,1.177444,6.1978364,0.195065561,-1.788249553
1.5724983,2,2.2160375,6.891653,0.821899378,1.972727279
7.9135046,1,1.7467425,7.8887863,0.126547626,-2.211059948
-4.9951096,3,2.3311346,3.0498872,0.463253755,-0.223354264
1.2988122,1,2.0287914,11.376935,0.015746114,-2.894293555
0.57402974,1,3.0700657,3.0236492,0.525235153,0.153782649
2.2800856,1,2.0136247,11.555908,0.010304383,-2.925048481
1.1696007,1,3.0016572,3.2381773,0.582671088,0.488034098
3.583063,2,1.5250659,9.779696,0.930352248,2.603785106
2.5442657,3,1.9894385,3.124217,0.442104661,-0.352444216
2.094972,2,1.1976932,10.823593,0.96485324,2.797068595
0.8704293,2,2.1958416,5.8620315,0.775343738,1.691753918
2.07513,2,1.9602782,8.48691,0.882112742,2.342415459
0.11313391,1,2.0612519,9.6083555,0.068128731,-2.570672145
9.251315,2,2.210939,6.993659,0.827334076,1.998414161
-2.5188565,1,2.7394993,3.471585,0.616854338,0.686720514
1.3200334,1,2.0409734,9.33141,0.07619356,-2.516229463
1.608368,1,2.0757911,10.525595,0.040803061,-2.743281712
0.13280356,2,2.1932878,5.8028407,0.772728934,1.674168605
3.8919473,2,2.163128,5.237317,0.742179796,1.495766347
-7.9667234,1,3.0019894,3.008904,0.515075861,0.094360793
2.7327137,1,1.1709388,6.1703806,0.196009466,-1.780556323
0.87254655,1,2.3397005,4.048674,0.671803361,1.024047994
1.721609,3,2.7871842,3.0017717,0.494333637,-0.042091266
-0.6947175,1,0.8926273,5.1790137,0.247808328,-1.476148268
-0.46520305,1,0.9575786,5.442766,0.231884599,-1.56293505
2.7438288,1,2.0301454,11.373576,0.01638529,-2.893713259
1.8332033,2,0.97021437,11.834615,0.993706184,2.972307905
-0.1521666,1,1.9539776,8.863334,0.095712517,-2.421432094
-0.8646803,1,1.9962883,9.08572,0.087297031,-2.466925257
-4.7906094,1,2.2954342,4.163271,0.6813233,1.078550484
0.6589274,1,1.0679706,5.919596,0.210922663,-1.708682572
1.7941201,1,1.9684607,8.941054,0.092970951,-2.437427881
1.0574367,2,1.9456385,8.549051,0.884003033,2.35564237
1.7809619,2,1.0622519,11.401709,0.981117773,2.898570112
-2.0990524,1,3.1196754,3.0625916,0.54046371,0.250182859
3.7166233,2,2.15729,7.501714,0.847943149,2.1217244
4.347161,3,2.6292284,3.013674,0.482778516,-0.116936304
-1.5076349,2,2.179634,7.337022,0.841226228,2.08255171
2.063397,3,2.0236526,3.1145582,0.444221061,-0.338464675
4.775567,3,2.73856,3.0042775,0.490585746,-0.065401613
2.9398909,1,1.2775822,6.512,0.181838766,-1.874033093
2.3894792,1,1.3945966,6.8364983,0.167729594,-1.95869811
0.42605966,1,1.0242568,5.772824,0.218278282,-1.665179875
0.54427445,2,1.6596693,9.369183,0.916666505,2.523723912
0.39454305,1,2.048911,9.398911,0.073614714,-2.529606944
1.379838,1,2.6557643,3.5605268,0.626632097,0.748683348
2.8970413,3,2.6656406,3.0096855,0.485278316,-0.098415341
0.46195483,1,0.82799643,4.6592016,0.27816901,-1.28809992
4.393484,3,1.8856795,3.1509352,0.435377433,-0.388503672
2.2384021,3,1.7101798,3.2028718,0.423387956,-0.45041286
1.235116,2,1.890371,8.681654,0.891219069,2.383621964
0.62919426,1,2.0499074,9.422182,0.073156242,-2.534202488
0.04926002,2,2.2180462,6.818873,0.818029934,1.954193646
-2.0074573,2,2.2265496,6.3952665,0.803373633,1.842624953
3.246549,2,2.169455,5.0700407,0.735952895,1.438763524
1.0081007,1,2.2455263,4.339674,0.694651997,1.157442773
0.33726168,2,2.1926072,5.785224,0.771970504,1.668899031
3.009298,3,0.9024273,3.9256845,0.333153706,-0.962124989
-0.29731905,1,2.0726748,10.621816,0.037392109,-2.760763554
-0.07935166,1,2.93705,3.2936914,0.59216914,0.541933114
3.6007614,1,2.2669184,4.2557397,0.688331713,1.120597931
2.756064,2,2.1693892,5.378699,0.750534328,1.542303015
2.7987971,2,1.5252203,9.773875,0.930348202,2.602666871
3.0438998,3,0.87415045,4.026046,0.32521107,-1.012939102
7.501471,1,2.551152,3.6924162,0.63891217,0.832115563
2.3247461,1,3.110892,3.0554569,0.537079794,0.235492713
2.7689033,3,2.4886715,3.0254245,0.473162481,-0.159450185
2.6470723,3,0.86373794,4.071133,0.321726165,-1.034955514
-0.043458223,1,2.3735635,3.9773097,0.665209943,0.988589712
-1.2281489,2,2.2036653,5.9872956,0.781623418,1.728379492
3.683825,3,1.201601,3.4663568,0.379772863,-0.682903116
0.6600146,1,1.6738908,7.696911,0.135222742,-2.167235759
2.5179062,1,1.123056,6.048212,0.202725133,-1.745912893
0.3348974,2,2.1905515,7.245655,0.836932731,2.060498709
-0.001297712,1,2.0746763,9.922865,0.059172131,-2.631133777
3.1274767,3,1.0979505,3.5703192,0.367395043,-0.755194804
0.62975985,1,2.5802329,3.6433458,0.636574868,0.802088463
-1.5932071,2,2.0684261,8.071562,0.865596934,2.252012912
0.2841308,1,2.3837235,3.9550407,0.663710457,0.97726184
3.3929462,3,2.4018955,3.0379043,0.467647275,-0.194690203
1.5704985,1,1.177565,6.2042584,0.195015662,-1.790044269
-1.2591441,1,2.0244339,11.431283,0.014143806,-2.903667097
3.6774487,3,0.892619,3.9573514,0.330582103,-0.97844342
2.3286893,2,2.1925635,5.833753,0.773454378,1.683375528
0.64343286,2,1.8180721,8.91382,0.899634182,2.431834742
4.07514,3,0.97119224,3.7633245,0.34805848,-0.873684473
1.0628008,1,2.8688385,3.3521752,0.601159275,0.593443626
3.4482393,3,2.1721146,3.0817583,0.453506711,-0.285934182
-1.0948184,2,2.1039906,7.882363,0.859110817,2.209606977
-0.6682005,2,2.2185302,6.8047075,0.817524694,1.950565935
1.8326921,2,1.2225271,10.725232,0.962068871,2.779430183
2.9314923,1,0.86912644,5.016094,0.255931459,-1.419892286
2.4898152,2,1.1759396,10.911479,0.967334625,2.812735179
0.13978785,1,2.0546381,9.434537,0.071720292,-2.536638924
-0.7938101,1,1.8510796,8.360348,0.112334558,-2.315242465
0.99320924,1,2.0776634,10.442458,0.043418091,-2.728086844
3.3443365,2,2.232507,4.401969,0.700252454,1.18404766
0.2191869,1,2.0660646,10.780604,0.032618081,-2.789373499
3.942059,2,1.4760035,9.938857,0.935302907,2.634171123
-0.24008429,1,2.4181144,3.9028077,0.656605413,0.950161965
1.3288103,1,2.4760242,3.7941966,0.649581752,0.891177092
1.7072622,1,1.6121222,7.445079,0.142719934,-2.108335515
1.4042525,3,1.36274,3.3586524,0.395982195,-0.59887595
-0.7945986,1,0.82349825,4.406997,0.295230125,-1.18616914
2.8083453,2,2.2220595,6.608318,0.809645736,1.899557255
-0.5924398,1,1.4452841,7.020508,0.16165314,-2.005120435
1.7689941,1,2.4154184,3.9041314,0.657445113,0.950858235
-1.5144992,3,2.210981,3.0719554,0.455817957,-0.26824495
0.4808296,1,2.7819836,3.429199,0.61200579,0.655132771
1.9171026,1,1.7580777,7.9609313,0.124984477,-2.227314867
2.2679338,2,2.190143,7.2489467,0.837132314,2.061297371
2.924275,2,2.2121315,6.973676,0.826035969,1.993408173
2.9784048,2,1.849832,8.82525,0.895963965,2.413555487
-2.8097813,1,2.2667472,4.2563615,0.688374343,1.12087537
-3.4392986,2,2.2193146,6.7910337,0.817374384,1.947057701
2.863214,2,1.0440738,11.454312,0.983521609,2.90763004
2.28723,3,1.2180741,3.456724,0.381696813,-0.675813451
3.0576856,3,2.4836023,3.0255923,0.472806936,-0.159976122
1.3368297,2,1.2123787,10.766741,0.96319843,2.786887329
-0.22132611,1,2.2679498,4.252335,0.687949654,1.119077719
0.6961689,1,0.82663006,4.3431635,0.298969447,-1.158949376
-1.1586158,1,0.90357256,5.2263117,0.244771809,-1.492083057
3.8842597,3,0.99694324,3.7153928,0.352561824,-0.845809004
1.8718148,2,1.0744824,11.346454,0.979556326,2.889022914
2.1030145,1,2.528886,3.7204661,0.64203019,0.848802706
1.7900585,1,2.0436053,9.364071,0.075283175,-2.522711096
2.5451055,3,0.9836808,3.734451,0.350110492,-0.857001213
4.5681787,3,2.3373232,3.0478785,0.463588731,-0.218811652
3.5903404,3,1.2852423,3.4023325,0.388476272,-0.634296954
2.1798992,1,1.9983643,9.100513,0.086822693,-2.469921801
4.119318,1,1.9701674,8.948306,0.092648961,-2.438914982
-1.1887043,2,2.0246577,8.244221,0.872882774,2.290026377
0.005833864,1,0.868001,4.982625,0.256766625,-1.408057246
0.0642454,1,1.6118362,7.444815,0.142750638,-2.108273011
1.6499734,3,2.0740561,3.1030347,0.447403961,-0.320990213
